date,week,year,month,day,volume,close,vwap,trade_count
2023-05-04,18,2023,May,Thursday,96455284,161.2,161.379011,856344
2023-05-05,18,2023,May,Friday,107762572,170.06,168.110345,996509
2023-05-08,19,2023,May,Monday,113778778,171.79,171.385666,1090573
2023-05-09,19,2023,May,Tuesday,90255109,169.15,168.165145,923866
2023-05-10,19,2023,May,Wednesday,121790436,168.54,170.246033,1252316
2023-05-11,19,2023,May,Thursday,105419706,172.08,169.610493,1111442
2023-05-12,19,2023,May,Friday,159387762,167.98,171.278613,1513458
2023-05-15,20,2023,May,Monday,106963159,166.35,166.89682,1001743
2023-05-16,20,2023,May,Tuesday,99504201,166.52,167.36343,919432
2023-05-17,20,2023,May,Wednesday,125821659,173.86,172.320572,1177816
2023-05-18,20,2023,May,Thursday,109851927,176.89,174.812602,1017065
2023-05-19,20,2023,May,Friday,138446981,180.14,179.56199,1214566
2023-05-22,21,2023,May,Monday,134070807,188.87,185.697526,1292956
2023-05-23,21,2023,May,Tuesday,158734682,185.77,188.734188,1376483
2023-05-24,21,2023,May,Wednesday,139352622,182.9,181.511023,1266051
2023-05-25,21,2023,May,Thursday,97294549,184.47,184.161982,954332
2023-05-26,21,2023,May,Friday,162009883,193.17,193.102394,1500699
2023-05-30,22,2023,May,Tuesday,130007767,201.16,200.468063,1392078
2023-05-31,22,2023,May,Wednesday,151250878,203.93,199.482407,1291745
2023-06-01,22,2023,June,Thursday,150665749,207.52,205.100473,1452084
2023-06-02,22,2023,June,Friday,183261050,213.97,214.439409,1778220
2023-06-05,23,2023,June,Monday,151190261,217.61,218.198041,1507708
2023-06-06,23,2023,June,Tuesday,147003677,221.31,218.068905,1376249
2023-06-07,23,2023,June,Wednesday,185727837,224.57,226.60384,1779833
2023-06-08,23,2023,June,Thursday,164944844,234.86,231.985359,1608847
2023-06-09,23,2023,June,Friday,200219026,244.4,247.159849,2090864
2023-06-12,24,2023,June,Monday,150748668,249.83,247.980079,1493211
2023-06-13,24,2023,June,Tuesday,162430817,258.71,255.932812,1661007
2023-06-14,24,2023,June,Wednesday,170582046,256.79,257.193877,1700385
2023-06-15,24,2023,June,Thursday,160243925,255.9,255.488105,1650404
2023-06-16,24,2023,June,Friday,167870859,260.54,260.56978,1569918
2023-06-20,25,2023,June,Tuesday,165715696,274.45,267.973199,1713207
2023-06-21,25,2023,June,Wednesday,211873265,259.46,265.430223,2159676
2023-06-22,25,2023,June,Thursday,166930967,264.61,259.820481,1730686
2023-06-23,25,2023,June,Friday,177677228,256.6,257.718092,1712271
2023-06-26,26,2023,June,Monday,180148413,241.05,248.465981,1938824
2023-06-27,26,2023,June,Tuesday,165118461,250.21,246.082516,1623441
2023-06-28,26,2023,June,Wednesday,159844461,256.24,255.822427,1545231
2023-06-29,26,2023,June,Thursday,131283361,257.5,256.882461,1320691
2023-06-30,26,2023,June,Friday,111804671,261.77,262.738164,1179792
2023-07-03,27,2023,July,Monday,119592488,279.82,279.437025,1446455
2023-07-05,27,2023,July,Wednesday,131586954,282.48,280.56532,1350154
2023-07-06,27,2023,July,Thursday,120745103,276.54,276.530044,1301843
2023-07-07,27,2023,July,Friday,113879175,274.43,277.49628,1204968
2023-07-10,28,2023,July,Monday,119453341,269.61,269.978931,1361292
2023-07-11,28,2023,July,Tuesday,91990575,269.79,268.529714,1022899
2023-07-12,28,2023,July,Wednesday,95701451,271.99,273.49282,1031260
2023-07-13,28,2023,July,Thursday,112695960,277.9,274.843588,1143574
2023-07-14,28,2023,July,Friday,120091488,281.38,280.69684,1267639
2023-07-17,29,2023,July,Monday,131642475,290.38,288.112325,1503496
2023-07-18,29,2023,July,Tuesday,112465031,293.34,290.108658,1261573
2023-07-19,29,2023,July,Wednesday,143260902,291.26,294.142214,1800293
2023-07-20,29,2023,July,Thursday,175314537,262.9,269.758837,2370073
2023-07-21,29,2023,July,Friday,162417593,260.02,261.903007,1641747
2023-07-24,30,2023,July,Monday,137060400,269.06,264.10893,1547085
2023-07-25,30,2023,July,Tuesday,112797579,265.28,268.553401,1254555
2023-07-26,30,2023,July,Wednesday,95887686,264.35,264.826928,983841
2023-07-27,30,2023,July,Thursday,103754401,255.71,262.879013,1206919
2023-07-28,30,2023,July,Friday,111446027,266.44,264.289633,1121339
2023-07-31,31,2023,July,Monday,84605432,267.43,266.638036,1000450
2023-08-01,31,2023,August,Tuesday,83728932,261.07,262.354893,989391
2023-08-02,31,2023,August,Wednesday,101804109,254.11,254.716907,1222360
2023-08-03,31,2023,August,Thursday,97886224,259.32,256.804479,1030220
2023-08-04,31,2023,August,Friday,99539908,253.86,258.207728,1052952
2023-08-07,32,2023,August,Monday,111121391,251.45,247.898012,1358005
2023-08-08,32,2023,August,Tuesday,96661635,249.7,248.562756,1030079
2023-08-09,32,2023,August,Wednesday,101635663,242.19,245.203074,1078830
2023-08-10,32,2023,August,Thursday,109519642,245.34,246.91791,1138934
2023-08-11,32,2023,August,Friday,99038644,242.65,241.49952,1121628
2023-08-14,33,2023,August,Monday,98618323,239.76,237.867208,1396846
2023-08-15,33,2023,August,Tuesday,88246178,232.96,235.160122,1053546
2023-08-16,33,2023,August,Wednesday,112548579,225.6,229.193357,1296486
2023-08-17,33,2023,August,Thursday,120776489,219.22,222.847209,1322338
2023-08-18,33,2023,August,Friday,136276586,215.49,215.328796,1455662
2023-08-21,34,2023,August,Monday,135775026,231.28,227.565825,1475613
2023-08-22,34,2023,August,Tuesday,130622922,233.19,234.549412,1382016
2023-08-23,34,2023,August,Wednesday,101159557,236.86,235.07854,1085857
2023-08-24,34,2023,August,Thursday,99815698,230.04,231.974698,1105418
2023-08-25,34,2023,August,Friday,106612231,238.59,235.063764,1174889
2023-08-28,35,2023,August,Monday,107692662,238.82,238.59897,1146637
2023-08-29,35,2023,August,Tuesday,134104874,257.18,250.63451,1418770
2023-08-30,35,2023,August,Wednesday,122003655,256.9,255.874499,1295488
2023-08-31,35,2023,August,Thursday,108876603,258.08,258.034691,1067030
2023-09-01,35,2023,September,Friday,132541641,245.01,248.277271,1530009
2023-09-05,36,2023,September,Tuesday,129487693,256.49,253.70673,1370470
2023-09-06,36,2023,September,Wednesday,117006956,251.92,249.547539,1211279
2023-09-07,36,2023,September,Thursday,115336750,251.49,248.238975,1182303
2023-09-08,36,2023,September,Friday,118559636,248.5,251.377492,1195154
2023-09-11,37,2023,September,Monday,174749854,273.58,268.73679,2044075
2023-09-12,37,2023,September,Tuesday,136025998,267.48,271.598237,1442298
2023-09-13,37,2023,September,Wednesday,111716974,271.3,271.579114,1171603
2023-09-14,37,2023,September,Thursday,107771198,276.04,274.497191,1158823
2023-09-15,37,2023,September,Friday,133692313,274.39,274.325352,1265828
2023-09-18,38,2023,September,Monday,101568477,265.28,266.830184,1255543
2023-09-19,38,2023,September,Tuesday,103715350,266.5,264.952614,1070185
2023-09-20,38,2023,September,Wednesday,122540120,262.59,268.262767,1271360
2023-09-21,38,2023,September,Thursday,120037067,255.7,257.491178,1303664
2023-09-22,38,2023,September,Friday,127524085,244.88,251.417679,1375479
2023-09-25,39,2023,September,Monday,104668716,246.99,244.197325,1196613
2023-09-26,39,2023,September,Tuesday,102033779,244.12,245.559325,1118004
2023-09-27,39,2023,September,Wednesday,136616287,240.5,240.479286,1393690
2023-09-28,39,2023,September,Thursday,117096968,246.38,243.99998,1190994
2023-09-29,39,2023,September,Friday,128526716,250.22,251.035387,1255461
2023-10-02,40,2023,October,Monday,123843037,251.6,249.402202,1312966
2023-10-03,40,2023,October,Tuesday,102002965,246.53,247.365586,1065647
2023-10-04,40,2023,October,Wednesday,129770722,261.16,255.803969,1388771
2023-10-05,40,2023,October,Thursday,119185414,260.05,259.669316,1197909
2023-10-06,40,2023,October,Friday,118121814,260.53,256.323399,1279581
2023-10-09,41,2023,October,Monday,101409033,259.67,256.316596,1145157
2023-10-10,41,2023,October,Tuesday,122684320,263.62,264.945328,1241762
2023-10-11,41,2023,October,Wednesday,103727058,262.99,264.06865,1077717
2023-10-12,41,2023,October,Thursday,111551409,258.87,261.719629,1178945
2023-10-13,41,2023,October,Friday,102296788,251.12,254.045172,1103540
2023-10-16,42,2023,October,Monday,88930672,253.92,252.907669,1046053
2023-10-17,42,2023,October,Tuesday,93573488,254.85,253.224453,1021579
2023-10-18,42,2023,October,Wednesday,125980440,242.68,245.928478,1482744
2023-10-19,42,2023,October,Thursday,170944596,220.11,221.976513,2329342
2023-10-20,42,2023,October,Friday,138010097,211.99,214.004238,1583140
2023-10-23,43,2023,October,Monday,150750605,212.08,211.570887,1658376
2023-10-24,43,2023,October,Tuesday,118259645,216.52,217.629928,1291170
2023-10-25,43,2023,October,Wednesday,107288896,212.42,215.935216,1212408
2023-10-26,43,2023,October,Thursday,115208783,205.76,208.326201,1276215
2023-10-27,43,2023,October,Friday,94882274,207.3,208.660996,1046258
2023-10-30,44,2023,October,Monday,136503931,197.36,200.008491,1630868
2023-10-31,44,2023,October,Tuesday,118088997,200.84,199.042062,1388090
2023-11-01,44,2023,November,Wednesday,121710684,205.66,201.951254,1318233
2023-11-02,44,2023,November,Thursday,126084508,218.51,216.366565,1338281
2023-11-03,44,2023,November,Friday,119534792,219.96,221.158273,1247127
2023-11-06,45,2023,November,Monday,117394735,219.27,219.574593,1266125
2023-11-07,45,2023,November,Tuesday,116927581,222.18,219.140673,1141257
2023-11-08,45,2023,November,Wednesday,106603872,222.11,220.30937,1070149
2023-11-09,45,2023,November,Thursday,142156105,209.98,211.823317,1959549
2023-11-10,45,2023,November,Friday,131314334,214.65,211.776261,1428607
2023-11-13,46,2023,November,Monday,140617709,223.71,221.116498,1474678
2023-11-14,46,2023,November,Tuesday,149930341,237.41,234.662374,1537716
2023-11-15,46,2023,November,Wednesday,150391782,242.84,242.711759,1553354
2023-11-16,46,2023,November,Thursday,136900875,233.59,235.518293,1391883
2023-11-17,46,2023,November,Friday,142766236,234.3,233.279326,1376658
2023-11-20,47,2023,November,Monday,116591874,235.6,234.228769,1218647
2023-11-21,47,2023,November,Tuesday,122332956,241.2,240.8892,1217064
2023-11-22,47,2023,November,Wednesday,118143474,234.21,234.730836,1287157
2023-11-24,47,2023,November,Friday,65125204,235.45,236.399808,738518
2023-11-27,48,2023,November,Monday,112057261,236.08,235.622755,1163418
2023-11-28,48,2023,November,Tuesday,148648582,246.72,241.131927,1511154
2023-11-29,48,2023,November,Wednesday,135445276,244.14,248.050984,1386040
2023-11-30,48,2023,November,Thursday,132457365,240.08,240.686891,1270598
2023-12-01,48,2023,December,Friday,121331711,238.83,236.479036,1293937
2023-12-04,49,2023,December,Monday,104114066,235.58,236.429311,1093929
2023-12-05,49,2023,December,Tuesday,138001929,238.72,241.036565,1294531
2023-12-06,49,2023,December,Wednesday,126467079,239.37,243.351934,1204659
2023-12-07,49,2023,December,Thursday,107162580,242.64,240.899123,1043435
2023-12-08,49,2023,December,Friday,103020607,243.84,243.007099,1034453
2023-12-11,50,2023,December,Monday,97934659,239.74,240.181254,1127820
2023-12-12,50,2023,December,Tuesday,95351249,237.01,235.849941,1060558
2023-12-13,50,2023,December,Wednesday,146287024,239.29,233.852499,1443587
2023-12-14,50,2023,December,Thursday,160856357,251.05,248.748395,1655908
2023-12-15,50,2023,December,Friday,135813500,253.5,252.039081,1183068
2023-12-18,51,2023,December,Monday,116439752,252.08,254.936505,1224579
2023-12-19,51,2023,December,Tuesday,106763970,257.22,256.192478,1030651
2023-12-20,51,2023,December,Wednesday,125136084,247.14,254.464617,1275033
2023-12-21,51,2023,December,Thursday,109639080,254.5,252.046691,1050747
2023-12-22,51,2023,December,Friday,93280912,252.54,255.179522,969373
2023-12-26,52,2023,December,Tuesday,86911086,256.61,256.372042,948979
2023-12-27,52,2023,December,Wednesday,106526727,261.44,261.726845,1043469
2023-12-28,52,2023,December,Thursday,113656066,253.18,258.490502,1160244
2023-12-29,52,2023,December,Friday,100695577,248.48,250.359299,1060416
